12420
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
0.451
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
0.451
0.451
0.451
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
1
1
1
1
1
0.451
0.451
